no-img-element	nextjs
no-immediate-mutation	unicorn
no-implicit-coercion	eslint
no-implicit-globals	eslint
no-implied-eval	eslint
no-implied-eval	typescript
no-import-assign	eslint
no-import-compiler-macros	vue
no-import-node-test	vitest
no-import-type-side-effects	typescript
no-importing-vitest-globals	vitest
no-inferrable-types	typescript
no-inline-comments	eslint
no-inner-declarations	eslint
no-instanceof-array	unicorn
no-instanceof-builtins	unicorn
no-interactive-element-to-noninteractive-role	jsx-a11y
no-interpolation-in-snapshots	jest
no-interpolation-in-snapshots	vitest
no-invalid-fetch-options	unicorn
no-invalid-regexp	eslint
no-invalid-remove-event-listener	unicorn
no-invalid-void-type	typescript
no-irregular-whitespace	eslint
no-is-mounted	react
no-iterator	eslint
no-jasmine-globals	jest
no-label-var	eslint
no-labels	eslint
no-large-snapshots	jest
no-large-snapshots	vitest
no-length-as-slice-end	unicorn
no-lifecycle-after-await	vue
no-lone-blocks	eslint
no-lonely-if	eslint
no-lonely-if	unicorn
no-loop-func	eslint
no-loss-of-precision	eslint
no-magic-array-flat-depth	unicorn
no-magic-numbers	eslint
no-map-spread	oxc
no-meaningless-void-operator	typescript
no-misleading-character-class	eslint
no-misused-new	typescript
no-misused-promises	typescript
no-misused-spread	typescript
no-mixed-enums	typescript
no-mixed-requires	node
no-mocks-import	jest
no-mocks-import	vitest
no-multi-assign	eslint
no-multi-comp	react
no-multi-str	eslint
no-multiple-resolved	promise
no-multiple-slot-args	vue
no-mutable-exports	import
no-named-as-default	import
no-named-as-default-member	import
no-named-default	import
no-named-export	import
no-namespace	import
no-namespace	react
no-namespace	typescript
no-negated-condition	eslint
no-negated-condition	unicorn
no-negation-in-equality-check	unicorn
no-nested-ternary	eslint
no-nested-ternary	unicorn
no-nesting	promise
no-new	eslint
no-new-array	unicorn
no-new-buffer	unicorn
no-new-func	eslint
no-new-native-nonconstructor	eslint
no-new-require	node
no-new-statics	promise
no-new-wrappers	eslint
no-nodejs-modules	import
no-non-null-asserted-nullish-coalescing	typescript
no-non-null-asserted-optional-chain	typescript
no-non-null-assertion	typescript
no-noninteractive-element-interactions	jsx-a11y
no-noninteractive-element-to-interactive-role	jsx-a11y
no-noninteractive-tabindex	jsx-a11y
no-nonoctal-decimal-escape	eslint
no-null	unicorn
no-obj-calls	eslint
no-object-as-default-parameter	unicorn
no-object-constructor	eslint
no-object-type-as-default-prop	react
no-optional-chaining	oxc
no-page-custom-font	nextjs
no-param-reassign	eslint
no-path-concat	node
no-plusplus	eslint
no-process-env	node
no-process-exit	unicorn
no-promise-executor-return	eslint
no-promise-in-callback	promise
no-proto	eslint
no-prototype-builtins	eslint
no-react-children	react
no-redeclare	eslint
no-redundant-roles	jsx-a11y
no-redundant-should-component-update	react
no-redundant-type-constituents	typescript
no-regex-spaces	eslint
no-relative-parent-imports	import
no-render-return-value	react
no-require-imports	typescript
no-required-prop-with-default	vue
no-reserved-component-names	vue
no-reserved-keys	vue
no-reserved-props	vue
no-rest-spread-properties	oxc
no-restricted-exports	eslint
no-restricted-globals	eslint
no-restricted-imports	eslint
no-restricted-jest-methods	jest
no-restricted-matchers	jest
no-restricted-matchers	vitest
no-restricted-properties	eslint
no-restricted-types	typescript
no-restricted-vi-methods	vitest
no-return-assign	eslint
no-return-in-finally	promise
no-return-wrap	promise
no-script-component-in-head	nextjs
no-script-url	eslint
no-self-assign	eslint
no-self-compare	eslint
no-self-import	import
no-sequences	eslint
no-set-state	react
no-setter-return	eslint
no-shadow	eslint
no-shadow-restricted-names	eslint
no-shared-component-data	vue
no-side-effects-in-computed-properties	vue
no-single-promise-in-promise-methods	unicorn
no-sparse-arrays	eslint
no-standalone-expect	jest
no-standalone-expect	vitest
no-static-element-interactions	jsx-a11y
no-static-only-class	unicorn
no-string-refs	react
no-styled-jsx-in-document	nextjs
no-sync	node
no-sync-scripts	nextjs
no-template-curly-in-string	eslint
no-ternary	eslint
no-test-prefixes	jest
no-test-prefixes	vitest
no-test-return-statement	jest
no-test-return-statement	vitest
no-thenable	unicorn
no-this-alias	typescript
no-this-assignment	unicorn
no-this-before-super	eslint
no-this-in-before-route-enter	vue
no-this-in-exported-function	oxc
no-this-in-sfc	react
no-throw-literal	eslint
no-title-in-document-head	nextjs
no-top-level-await	node
no-typeof-undefined	unicorn
no-typos	nextjs
no-unassigned-import	import
no-unassigned-vars	eslint
no-undef	eslint
no-undefined	eslint
no-underscore-dangle	eslint
no-unescaped-entities	react
no-unexpected-multiline	eslint
no-unknown-property	react
no-unmodified-loop-condition	eslint
no-unnecessary-array-flat-depth	unicorn
no-unnecessary-array-splice-count	unicorn
no-unnecessary-await	unicorn
no-unnecessary-boolean-literal-compare	typescript
no-unnecessary-condition	typescript
no-unnecessary-parameter-property-assignment	typescript
no-unnecessary-qualifier	typescript
no-unnecessary-slice-end	unicorn
no-unnecessary-template-expression	typescript
no-unnecessary-type-arguments	typescript
no-unnecessary-type-assertion	typescript
no-unnecessary-type-constraint	typescript
no-unnecessary-type-conversion	typescript
no-unnecessary-type-parameters	typescript
no-unneeded-async-expect-function	jest
no-unneeded-async-expect-function	vitest
no-unneeded-ternary	eslint
no-unreachable	eslint
no-unreachable-loop	eslint
no-unreadable-array-destructuring	unicorn
no-unreadable-iife	unicorn
no-unsafe	react
no-unsafe-argument	typescript
no-unsafe-assignment	typescript
no-unsafe-call	typescript
no-unsafe-declaration-merging	typescript
no-unsafe-enum-comparison	typescript
no-unsafe-finally	eslint
no-unsafe-function-type	typescript
no-unsafe-member-access	typescript
no-unsafe-negation	eslint
no-unsafe-optional-chaining	eslint
no-unsafe-return	typescript
no-unsafe-type-assertion	typescript
no-unsafe-unary-minus	typescript
no-unstable-nested-components	react
no-untyped-mock-factory	jest
no-unused-expressions	eslint
no-unused-labels	eslint
no-unused-private-class-members	eslint
no-unused-vars	eslint
no-unwanted-polyfillio	nextjs
no-use-before-define	eslint
no-useless-assignment	eslint
no-useless-backreference	eslint
no-useless-call	eslint
no-useless-catch	eslint
no-useless-collection-argument	unicorn
no-useless-computed-key	eslint
no-useless-concat	eslint
no-useless-constructor	eslint
no-useless-default-assignment	typescript
no-useless-empty-export	typescript
no-useless-error-capture-stack-trace	unicorn
no-useless-escape	eslint
no-useless-fallback-in-spread	unicorn
no-useless-iterator-to-array	unicorn
no-useless-length-check	unicorn
no-useless-promise-resolve-reject	unicorn
no-useless-rename	eslint
no-useless-return	eslint
no-useless-spread	unicorn
no-useless-switch-case	unicorn
no-useless-undefined	unicorn
no-var	eslint
no-var-requires	typescript
no-void	eslint
no-warning-comments	eslint
no-watch-after-await	vue
no-webpack-loader-syntax	import
no-will-update-set-state	react
no-with	eslint
no-wrapper-object-types	typescript
no-zero-fractions	unicorn
non-nullable-type-assertion-style	typescript
number-arg-out-of-range	oxc
number-literal-case	unicorn
numeric-separators-style	unicorn
object-shorthand	eslint
only-export-components	react
only-throw-error	typescript
only-used-in-recursion	oxc
operator-assignment	eslint
padding-around-after-all-blocks	jest
padding-around-after-all-blocks	vitest
padding-around-test-blocks	jest
padding-around-test-blocks	vitest
param-names	promise
parameter-properties	typescript
prefer-add-event-listener	unicorn
prefer-array-find	unicorn
prefer-array-flat	unicorn
prefer-array-flat-map	unicorn
prefer-array-index-of	unicorn
prefer-array-some	unicorn
prefer-arrow-callback	eslint
prefer-as-const	typescript
prefer-at	unicorn
prefer-await-to-callbacks	promise
prefer-await-to-then	promise
prefer-bigint-literals	unicorn
prefer-blob-reading-methods	unicorn
prefer-called-exactly-once-with	vitest
prefer-called-once	vitest
prefer-called-times	vitest
prefer-called-with	jest
prefer-called-with	vitest
prefer-catch	promise
prefer-class-fields	unicorn
prefer-classlist-toggle	unicorn
prefer-code-point	unicorn
prefer-comparison-matcher	jest
prefer-comparison-matcher	vitest
prefer-const	eslint
prefer-date-now	unicorn
prefer-default-export	import
prefer-default-parameters	unicorn
prefer-describe-function-title	vitest
prefer-destructuring	eslint
prefer-dom-node-append	unicorn
prefer-dom-node-dataset	unicorn
prefer-dom-node-remove	unicorn
prefer-dom-node-text-content	unicorn
prefer-each	jest
prefer-each	vitest
prefer-ending-with-an-expect	jest
prefer-enum-initializers	typescript
prefer-equality-matcher	jest
prefer-equality-matcher	vitest
prefer-es6-class	react
prefer-event-target	unicorn
prefer-expect-assertions	jest
prefer-expect-assertions	vitest
prefer-expect-resolves	jest
prefer-expect-resolves	vitest
prefer-expect-type-of	vitest
prefer-exponentiation-operator	eslint
prefer-export-from	unicorn
prefer-find	typescript
prefer-for-of	typescript
prefer-function-component	react
prefer-function-type	typescript
prefer-global-this	unicorn
prefer-hooks-in-order	jest
prefer-hooks-in-order	vitest
prefer-hooks-on-top	jest
prefer-hooks-on-top	vitest
prefer-import-from-vue	vue
prefer-import-in-mock	vitest
prefer-import-meta-properties	unicorn
prefer-importing-jest-globals	jest
prefer-importing-vitest-globals	vitest
prefer-includes	typescript
prefer-includes	unicorn
prefer-jest-mocked	jest
prefer-keyboard-event-key	unicorn
prefer-literal-enum-member	typescript
prefer-logical-operator-over-ternary	unicorn
prefer-lowercase-title	jest
prefer-lowercase-title	vitest
prefer-math-min-max	unicorn
prefer-math-trunc	unicorn
prefer-mock-promise-shorthand	jest
prefer-mock-promise-shorthand	vitest
prefer-mock-return-shorthand	jest
prefer-mock-return-shorthand	vitest
prefer-modern-dom-apis	unicorn
prefer-modern-math-apis	unicorn
prefer-module	unicorn
prefer-named-capture-group	eslint
prefer-namespace-keyword	typescript
prefer-native-coercion-functions	unicorn
prefer-negative-index	unicorn
prefer-node-protocol	unicorn
prefer-nullish-coalescing	typescript
prefer-number-coercion	unicorn
prefer-number-properties	unicorn
prefer-numeric-literals	eslint
prefer-object-from-entries	unicorn
prefer-object-has-own	eslint
prefer-object-spread	eslint
prefer-optional-catch-binding	unicorn
prefer-optional-chain	typescript
prefer-promise-reject-errors	eslint
prefer-promise-reject-errors	typescript
prefer-prototype-methods	unicorn
prefer-query-selector	unicorn
prefer-readonly	typescript
prefer-readonly-parameter-types	typescript
prefer-reduce-type-parameter	typescript
prefer-reflect-apply	unicorn
prefer-regex-literals	eslint
prefer-regexp-exec	typescript
prefer-regexp-test	unicorn
prefer-response-static-json	unicorn
prefer-rest-params	eslint
prefer-return-this-type	typescript
prefer-set-has	unicorn
prefer-set-size	unicorn
prefer-single-call	unicorn
prefer-snapshot-hint	jest
prefer-snapshot-hint	vitest
prefer-spread	eslint
prefer-spread	unicorn
prefer-spy-on	jest
prefer-spy-on	vitest
prefer-strict-boolean-matchers	vitest
prefer-strict-equal	jest
prefer-strict-equal	vitest
prefer-string-raw	unicorn
prefer-string-replace-all	unicorn
prefer-string-slice	unicorn
prefer-string-starts-ends-with	typescript
prefer-string-starts-ends-with	unicorn
prefer-string-trim-start-end	unicorn
prefer-structured-clone	unicorn
prefer-tag-over-role	jsx-a11y
prefer-template	eslint
prefer-ternary	unicorn
prefer-to-be	jest
prefer-to-be	vitest
prefer-to-be-falsy	vitest
prefer-to-be-object	vitest
prefer-to-be-truthy	vitest
prefer-to-contain	jest
prefer-to-contain	vitest
prefer-to-have-been-called	jest
prefer-to-have-been-called-times	jest
prefer-to-have-been-called-times	vitest
prefer-to-have-length	jest
prefer-to-have-length	vitest
prefer-todo	jest
prefer-todo	vitest
prefer-top-level-await	unicorn
prefer-ts-expect-error	typescript
prefer-type-error	unicorn
preserve-caught-error	eslint
prop-name-casing	vue
promise-function-async	typescript
radix	eslint
react-compiler	react
react-in-jsx-scope	react
related-getter-setter-pairs	typescript
relative-url-style	unicorn
require-array-join-separator	unicorn
require-array-sort-compare	typescript
require-await	eslint
require-await	typescript
require-awaited-expect-poll	vitest
require-default-export	vue
require-default-prop	vue
require-direct-export	vue
require-hook	jest
require-hook	vitest
require-local-test-context-for-concurrent-snapshots	vitest
require-mock-type-parameters	vitest
require-module-attributes	unicorn
require-module-specifiers	unicorn
